action,frame,input_number,x_inputs,y_inputs
pushup,5,11,363.65589610317295,973.7606153039003
pushup,5,12,276.45229674222173,905.5882091041724
pushup,5,13,237.29431420041803,837.5850173599226
pushup,5,14,304.222267552426,927.5655542981585
pushup,5,15,256.9383299978156,944.0664361993428
pushup,5,16,479.3397816440515,953.8736466640711
pushup,5,17,349.3425797579581,921.1856650679422
pushup,6,1,264.85783225611635,1090.0726385210587
pushup,6,2,258.02101135253906,1102.621893491045
pushup,6,3,245.93952781275698,1097.0731225906823
pushup,6,4,220.7601473624246,1083.3348098537617
pushup,6,5,207.08500611154656,1071.4533881263692
pushup,6,6,241.70704657571358,1022.9713150809915
pushup,6,7,189.49783726742393,987.3749233885114
pushup,6,8,338.1606065181264,961.7062835860487
pushup,6,9,285.35445230049,935.6132769715224
pushup,6,10,481.36711522152547,960.7909283841688
pushup,6,11,361.239441988761,971.9833785158389
pushup,6,12,283.87967293722585,901.3707707249453
pushup,6,13,243.4112066971628,840.1394616552146
pushup,6,14,324.18067396732795,941.7040320372398
pushup,6,15,251.86717250890896,903.1457185275192
pushup,6,16,485.5508596855297,957.8582342509242
pushup,6,17,285.94628585012333,879.9897520435078
pushup,7,1,223.33517509594296,1083.4287932981927
pushup,7,2,251.00487960012333,1088.5765043929268
pushup,7,3,228.2595878734923,1097.1653508565512
pushup,7,4,217.15928194815652,1081.3839414164113
pushup,7,5,202.11990942819077,1074.2854325794833
pushup,7,6,216.1784014785499,1035.1794383455342
pushup,7,7,138.81144205729166,942.7770875761569
pushup,7,8,320.14382613332646,957.2435507299083
pushup,7,9,239.17616927832887,902.4987171252482
pushup,7,10,480.84539313065375,961.4703576379382
pushup,7,11,232.35790051912005,878.8049690773036
pushup,7,12,234.69450030410496,893.3854255801615
pushup,7,13,185.28576097990336,922.0911406635063
pushup,7,14,292.9628328691449,915.4696645245756
pushup,7,15,350.9393939637301,956.0408165420916
pushup,7,16,400.45836365013787,906.5151312369507
pushup,7,17,488.3452305040861,955.4735439003884
pushup,8,1,204.46647242495888,1065.5568331564896
pushup,8,2,224.397530806692,1087.3220607928874
pushup,8,3,204.86434133429276,1085.0546789430448
pushup,8,4,212.11332622327302,1082.0916019368667
pushup,8,5,200.87391769676876,1079.334916347742
pushup,8,6,210.6645871881853,1014.1090471616579
pushup,8,7,140.69163272255344,938.0190729180928
pushup,8,8,323.1335877535636,938.1684780225304
pushup,8,9,243.28040909348871,905.4163279538609
pushup,8,10,481.17268344812226,961.2658347122509
pushup,8,11,237.58969892535293,881.9171403297851
pushup,8,12,230.65995333487527,859.5278606435686
pushup,8,13,183.18393774199902,922.4799727140095
pushup,8,14,210.5456583123458,843.8642206432263
pushup,8,15,351.36088722630546,955.8833672313543
pushup,8,16,218.88157760887813,728.8646043691813
pushup,8,17,490.8071484482079,954.9032669652331
pushup,9,1,265.5818055805407,1096.6051467277134
pushup,9,2,254.1952059561746,1109.0834799157567
pushup,9,3,245.0379823383532,1101.4984605502978
pushup,9,4,213.94585325006852,1091.3862982558785
pushup,9,5,200.8848028015672,1080.4990977760474
pushup,9,6,214.1523093508001,1010.8414563683534
pushup,9,7,192.97389247961212,994.8771087546207
pushup,9,8,320.4965932745682,954.2535453871594
pushup,9,9,299.4123679713199,949.03932402194
pushup,9,10,480.0826999597382,961.9318347274931
pushup,9,11,400.33603065892265,964.9067878932054
pushup,9,12,245.97807231702302,851.9219188543948
pushup,9,13,232.13519447728206,814.6382680936815
pushup,9,14,245.612165216814,902.4935394989047
pushup,9,15,254.2743254544442,707.9074688312911
pushup,9,16,271.983104505037,851.4545255997356
pushup,9,17,305.17799511290434,567.5688594220633
pushup,10,1,263.1769213760108,1095.4864090818173
pushup,10,2,252.01664707116913,1109.7347557845017
pushup,10,3,244.9499123556572,1103.0298336233784
pushup,10,4,211.83388960988896,1092.2350017969607
pushup,10,5,199.6578616426702,1080.747734813544
pushup,10,6,213.05237753349437,1003.90926465539
pushup,10,7,195.20052792733173,995.1022729946776
pushup,10,8,346.8260299950315,940.0397575854732
pushup,10,9,295.0361552991365,949.2273196568233
pushup,10,10,488.45133329692635,958.0678168105661
pushup,10,11,399.07028900949575,963.3257138272105
pushup,10,12,255.10916458932977,839.80818381837
pushup,10,13,262.82874124091967,811.2230669838444
pushup,10,14,251.99145534582303,905.0876018277656
pushup,10,15,270.4346278675815,778.462492993993
pushup,10,16,269.0320413154468,847.8093472968578
pushup,10,17,321.999098125257,694.5639832779716
pushup,11,1,264.9008928265488,1096.3034726129304
pushup,11,2,255.06865518134936,1108.1553370798536
pushup,11,3,245.60700265984784,1100.6664109830658
pushup,11,4,215.75974046138293,1091.1866257198537
pushup,11,5,200.04373500221652,1077.90585771709
pushup,11,6,215.61879743609512,1006.3168324933256
pushup,11,7,191.0492257904588,995.6514637206496
pushup,11,8,314.56804242050436,936.2436818919855
pushup,11,9,283.8407483017235,936.2832250521974
pushup,11,10,459.2650216085869,942.9226914371352
pushup,11,11,361.1290553578159,939.683127262245
pushup,11,12,255.47195166872257,859.7428568143312
pushup,11,13,237.44762755276864,817.8623603077081
pushup,11,14,232.6879026178728,837.1188391260354
pushup,11,15,276.5882900304961,726.4042631819893
pushup,11,16,242.10439748931347,731.3059243811182
pushup,11,17,339.3950572766756,626.907259804265
pushup,12,1,266.16575542249177,1092.9483109105456
pushup,12,2,254.55440722013773,1105.1188347138554
pushup,12,3,246.95872925875477,1099.0652733538525
pushup,12,4,216.72479462205317,1088.276510917605
pushup,12,5,202.81596518399422,1079.3795993633626
pushup,12,6,209.8338732803077,987.4984910428067
pushup,12,7,187.64950400904604,983.5377487399884
pushup,12,8,310.173001205712,927.3349109327936
pushup,12,9,281.3502944143195,936.7928679383728
pushup,12,10,457.73857518246297,957.2601438691556
pushup,12,11,362.3923264888295,937.9025047945689
pushup,12,12,230.23326940703808,820.9325215902674
pushup,12,13,225.71568271570038,818.4376016138417
pushup,12,14,230.9554772627981,792.8537324903306
pushup,12,15,259.2196849354526,692.1798475418008
pushup,12,16,283.4042505632367,604.7352424613225
pushup,12,17,302.36078630413925,568.099743612233
pushup,13,1,267.61200352718953,1097.8078027831764
pushup,13,2,252.7118214389734,1107.31948434719
pushup,13,3,244.0154132508395,1100.4878774686815
pushup,13,4,217.38948621247943,1090.519166509789
pushup,13,5,203.97734173557214,1079.4078827739936
pushup,13,6,237.4583870067931,1003.2109572879586
pushup,13,7,189.72617835329288,982.4871906393329
pushup,13,8,345.59993007726837,955.3506673622758
pushup,13,9,287.5478429961623,938.6996022085501
pushup,13,10,493.40474312765554,955.9335531044633
pushup,13,11,362.01426322000066,974.3636266033594
pushup,13,12,326.9196754589415,883.8116755908577
pushup,13,13,226.68567322848133,816.4875624657722
pushup,13,14,372.4925794099506,938.4921762689964
pushup,13,15,247.92577643143503,705.5924889187431
pushup,13,16,489.769969739412,952.527411670831
pushup,13,17,297.46933518794543,557.5645729223713
pushup,14,1,267.68641555518434,1096.8753526401415
pushup,14,2,255.56088765462238,1106.8014516339506
pushup,14,3,244.95904353626986,1101.2271582779983
pushup,14,4,214.12472908956963,1088.8462898112336
pushup,14,5,204.76547960649455,1077.7323453972137
pushup,14,6,234.2189159727933,1004.58944264273
pushup,14,7,186.51631137780976,984.1802022543299
pushup,14,8,344.28435743900764,955.0975653323521
pushup,14,9,288.1722607528954,935.4814905039191
pushup,14,10,493.5775382058662,955.3664382316197
pushup,14,11,394.02051356800814,943.6909125538018
pushup,14,12,279.57257722553453,844.6114507301222
pushup,14,13,231.05207209001506,815.4923538258146
pushup,14,14,292.01301307008976,863.5180082456958
pushup,14,15,261.6571821246231,706.7445385234118
pushup,14,16,356.93754229629246,827.2953535666993
pushup,14,17,299.11554704632675,560.2369928934488
pushup,15,1,267.4928029378255,1094.006021088081
pushup,15,2,256.14375599643637,1105.4596101023412
pushup,15,3,246.13695111191063,1100.181563879809
pushup,15,4,213.38652225962855,1088.036399415132
pushup,15,5,203.11876715275278,1079.7068507517286
pushup,15,6,211.4486841569867,1015.5113937194088
pushup,15,7,185.11531629060443,982.9907246617863
pushup,15,8,318.1004360265899,952.5925341101622
pushup,15,9,289.0469721743935,936.8307765864595
pushup,15,10,482.8537763629043,957.1946677869147
pushup,15,11,389.76782949347245,964.1691228776746
pushup,15,12,254.59824411492596,844.1962164620841
pushup,15,13,230.8026203356291,811.3313204879175
pushup,15,14,242.73447137129932,888.3677180312158
pushup,15,15,262.991943359375,691.9362978815118
pushup,15,16,268.32421286064283,848.3658097633788
pushup,15,17,326.4749199047423,574.1258462026373
pushup,16,1,267.285729123835,1096.5530576006083
pushup,16,2,255.33143026786937,1107.5089339959268
pushup,16,3,245.10356836151658,1104.1015330854668
pushup,16,4,212.62028744346216,1088.3242714287549
pushup,16,5,201.85004635861046,1081.2206844066607
pushup,16,6,206.40166031686883,1014.3760211522582
pushup,16,7,183.67957265753495,982.4267785363757
pushup,16,8,320.653619598924,952.9515665645537
pushup,16,9,289.8203839753803,936.9175454481277
pushup,16,10,473.5274759928385,961.6784654598507
pushup,16,11,391.9406703480503,965.836159161905
pushup,16,12,248.49367911355534,846.760677742932
pushup,16,13,226.004603871128,814.7147779684077
pushup,16,14,240.47179372687089,912.6164414404778
pushup,16,15,260.00864932411594,693.5991221633694
pushup,16,16,338.04564266874075,893.6286663878525
pushup,16,17,320.6105898137678,571.6578097724705
pushup,17,1,265.39441828142134,1102.6278953928283
pushup,17,2,252.06350627698396,1112.493483343887
pushup,17,3,249.24425894753972,1112.133690791219
pushup,17,4,212.41506476151315,1090.3879409238516
pushup,17,5,201.5237318005478,1083.341781098114
pushup,17,6,208.22374310409813,997.7717829325113
pushup,17,7,183.570770799068,986.0446765310531
pushup,17,8,316.5430677982799,933.9138309274027
pushup,17,9,287.8565818385074,928.4866242758677
pushup,17,10,483.19815384714224,958.0528809128559
pushup,17,11,358.2800533896998,941.7942360902015
pushup,17,12,260.6161338404605,822.0253490435464
pushup,17,13,259.5351075289542,814.1915656232886
pushup,17,14,267.61936120819627,792.945178262767
pushup,17,15,312.4487411766721,765.631424401441
pushup,17,16,330.7470596045778,646.14334557691
pushup,17,17,385.51377547414677,695.9346991431413
pushup,18,1,264.0370432535807,1102.0718109699094
pushup,18,2,254.76276732327645,1110.621670809659
pushup,18,3,248.9603009140282,1115.082664197272
pushup,18,4,215.00731351082783,1091.588410192617
pushup,18,5,204.90336418151855,1084.5309531806201
pushup,18,6,208.85302225748697,1012.4158259681125
pushup,18,7,191.4229282579924,994.9368991413095
pushup,18,8,312.75116368343953,935.0682911867641
pushup,18,9,287.93263887104234,932.5468025332865
pushup,18,10,487.7134410121984,943.4787013209532
pushup,18,11,356.5301031815378,939.41902586821
pushup,18,12,249.13070678710938,845.0124309828091
pushup,18,13,234.3595779151247,814.8021845906353
pushup,18,14,245.4061434561746,831.5817192219696
pushup,18,15,261.31997493275423,699.951595711682
pushup,18,16,264.2175932097853,719.3617714822358
pushup,18,17,321.40325981273986,560.991303192172
pushup,19,1,240.10913514254383,1106.4432588307777
pushup,19,2,252.90735947458367,1110.4504875859973
pushup,19,3,247.81305145799067,1112.657758163335
pushup,19,4,216.23554162811814,1091.2919424501986
pushup,19,5,213.98977179276315,1087.3251326060633
pushup,19,6,210.33625954075862,1028.1895839528213
pushup,19,7,139.9334288479989,989.3909797793802
pushup,19,8,313.6863601416872,955.4435384025448
pushup,19,9,236.5492482770953,903.2011201321621
pushup,19,10,450.8832884671395,960.5824365020451
pushup,19,11,267.34689695793287,912.2099900846283
pushup,19,12,243.04493151212992,870.4951418555971
pushup,19,13,188.1945707086931,963.6695646221249
pushup,19,14,244.85071282637745,872.8343710424083
pushup,19,15,356.2187676680715,953.333035622604
pushup,19,16,245.37967347262196,810.3802309736103
pushup,19,17,496.56686615525626,952.07967701773
pushup,20,1,267.32808029442504,1103.6606436621842
pushup,20,2,258.72475406579804,1107.9301554584815
pushup,20,3,245.77685975191883,1114.1865551249743
pushup,20,4,218.06306537828945,1091.9188543948521
pushup,20,5,209.81245342053865,1085.4211051414463
pushup,20,6,232.40004020824765,1024.3991413095564
pushup,20,7,189.2101916932223,985.5614485641429
pushup,20,8,344.89009388706137,957.5039355308307
pushup,20,9,287.18494749905767,940.1651011004244
pushup,20,10,499.35768528988484,956.9743542707763
pushup,20,11,356.48433350680165,965.8342148779778
pushup,20,12,246.53392055578396,881.4816635148549
pushup,20,13,241.32540251079357,816.0127771383831
pushup,20,14,287.81869419834067,940.3003584829374
pushup,20,15,270.07991188450865,734.6405704494113
pushup,20,16,363.62615217242325,922.0916086219879
pushup,20,17,330.28418557685717,594.9318492007803
pushup,21,1,273.4218932034676,1098.1534411794908
pushup,21,2,260.6143958108467,1108.6182001621544
pushup,21,3,249.57928306178042,1115.321974153717
pushup,21,4,220.7219254343133,1092.5791999674836
pushup,21,5,212.42116225393193,1090.802088191188
pushup,21,6,232.76884781686883,1016.3760051748186
pushup,21,7,191.69404013115062,997.2913012133762
pushup,21,8,335.04793401350054,930.8774662749007
pushup,21,9,290.6397113465426,935.2223698594092
pushup,21,10,432.1045925742701,958.1373648001095
pushup,21,11,360.16293299825566,966.0472807200035
pushup,21,12,270.335982473273,848.4933856074155
pushup,21,13,240.1215536552563,816.8785725287513
pushup,21,14,255.20479704204357,836.5355255360932
pushup,21,15,275.08085016618696,708.9333849068147
pushup,21,16,267.51082035533165,758.9606856046345
pushup,21,17,328.0540841085869,573.2889967184077
pushup,22,1,248.75861987733003,1092.3313932220358
pushup,22,2,255.6340073702628,1105.5869529699053
pushup,22,3,245.40647406327096,1109.4625857834749
pushup,22,4,219.7926036098547,1091.489481095547
pushup,22,5,217.29878007319934,1092.3861978453588
pushup,22,6,232.31000264485675,1020.2920622475698
pushup,22,7,162.79434471799615,983.0568385045865
pushup,22,8,342.4127866510759,957.948336314006
pushup,22,9,249.0735167787786,934.3178435510508
pushup,22,10,488.4966960706209,958.7347512386192
pushup,22,11,328.00771479021034,944.0711776215302
pushup,22,12,271.20500263414885,838.2039232034673
pushup,22,13,222.236293324253,936.3125780822152
pushup,22,14,318.3006758438913,923.83260670523
pushup,22,15,370.01365661621094,958.9039583404641
pushup,22,16,423.346597437273,929.8966634025448
pushup,22,17,501.04615060906656,955.4574187196228
pushup,23,1,271.07468186763293,1099.3320839245766
pushup,23,2,261.8211304514032,1106.9682795011722
pushup,23,3,247.61972527754932,1114.218875680278
pushup,23,4,221.56862225448876,1092.8038227127258
pushup,23,5,214.17596114309208,1095.1596119474345
pushup,23,6,234.18551127115884,1021.0777257645639
pushup,23,7,191.4153664572197,1001.6072161069704
pushup,23,8,365.0104723478618,962.7340815231807
pushup,23,9,276.83692329808287,940.8506723092654
pushup,23,10,500.5248354192365,959.7406330087751
pushup,23,11,348.846904018469,963.688552455338
pushup,23,12,274.39317134388705,863.5781295458823
pushup,23,13,260.62245686848956,801.8188931150739
pushup,23,14,275.7584180329975,928.0278331008693
pushup,23,15,283.4424791837993,737.3063400619524
pushup,23,16,361.6473914029305,922.7097336433803
pushup,23,17,329.39034980640076,563.8436986582694
pushup,24,1,270.1360602127878,1102.050139478368
pushup,24,2,261.1159850003426,1108.2254733600596
pushup,24,3,247.66349926329494,1116.8385072605763
pushup,24,4,223.3093770345052,1093.634549962991
pushup,24,5,216.82800560666803,1092.458766172645
pushup,24,6,231.40492355614376,1015.389702453279
pushup,24,7,193.65346473559998,999.4557108048672
pushup,24,8,309.6062954685144,927.7585898458892
pushup,24,9,273.1155572857773,940.0633575673432
pushup,24,10,356.0334215666118,921.2676099461768
pushup,24,11,350.9221716094435,964.5335343502959
pushup,24,12,276.06708459686814,862.063286437654
pushup,24,13,239.06326026247257,834.1688937033646
pushup,24,14,273.7007475735848,943.1093648386158
pushup,24,15,247.4879241407963,874.4520273031045
pushup,24,16,363.30457118519564,923.0495945072905
pushup,24,17,288.4102021602162,918.4658368916005
pushup,25,1,275.0426867970249,1100.0006578159228
pushup,25,2,261.9504460117273,1114.496320241905
pushup,25,3,250.57579442074422,1117.3207545202115
pushup,25,4,222.1680918911047,1100.8714083852276
pushup,25,5,217.51322963781524,1093.1885648060993
pushup,25,6,235.02494410464638,1025.80669691372
pushup,25,7,195.03873456988418,993.7112517006948
pushup,25,8,363.47571389716967,966.1969749559316
pushup,25,9,275.68420343231736,936.7547600736754
pushup,25,10,499.9024320903577,960.0051803003919
pushup,25,11,350.7587473016036,965.2113347716817
pushup,25,12,274.2321697034334,863.6740149072854
pushup,25,13,240.62485812003152,835.0765807370105
pushup,25,14,306.3151597140128,923.0254933084611
pushup,25,15,242.97567534864993,878.5441410528477
pushup,25,16,382.9217529296875,921.5476376386226
pushup,25,17,285.0909758450692,918.5687289284981
pushup,26,1,280.0495970876593,1099.0269859623152
pushup,26,2,269.29726048519734,1104.6271554167665
pushup,26,3,251.42498618678042,1116.4889352554037
pushup,26,4,231.25962642201205,1097.5051672644056
pushup,26,5,214.59084360223065,1094.9778053977273
pushup,26,6,229.8872763650459,1016.4161219184265
pushup,26,7,208.94768698173655,998.0848625325164
pushup,26,8,333.7056705407929,956.1498308129535
pushup,26,9,292.69236255110354,956.5619986159124
pushup,26,10,484.23530712462303,958.7423027514889
pushup,26,11,358.1771387970238,933.7960477831068
pushup,26,12,271.7647003709224,866.7021742420677
pushup,26,13,253.5798725328947,833.8632459525602
pushup,26,14,268.89408847741913,932.5652681749726
pushup,26,15,261.7220908717105,910.9510547516771
pushup,26,16,347.0204222829718,898.354572408954
pushup,26,17,358.56120193213746,918.3319793734597
pushup,27,1,277.9104881955866,1105.674052745071
pushup,27,2,268.1892154091283,1114.488571517961
pushup,27,3,246.7915009615714,1116.9910851235197
pushup,27,4,234.23138267115542,1100.0735709283333
pushup,27,5,218.648198445638,1094.844100300349
pushup,27,6,252.81067965323464,1022.0923840960432
pushup,27,7,211.44398739463404,999.4560697958739
pushup,27,8,364.13056490714087,962.110882494823
pushup,27,9,290.8553572704917,944.3751230062295
pushup,27,10,500.4594421386719,957.3627985842518
pushup,27,11,361.8332185243305,965.1139408291235
pushup,27,12,316.91802041572436,865.4011420326191
pushup,27,13,261.3941902026795,802.7630488217072
pushup,27,14,354.93662181653474,902.0729357415457
pushup,27,15,279.5607690643846,765.6075972925794
pushup,27,16,460.47604477196404,941.2858108570646
pushup,27,17,336.1870481256853,598.6116554285323
pushup,28,1,278.1509974964878,1099.6582122334776
pushup,28,2,267.88545842756304,1107.5613433403357
pushup,28,3,250.31053241930508,1116.7100513203382
pushup,28,4,235.30935187088815,1099.7615342490121
pushup,28,5,221.85236663149112,1094.063823653991
pushup,28,6,257.00542784573736,1019.7480337721624
pushup,28,7,213.93437435752466,995.7376148771222
pushup,28,8,364.4176121761924,963.341150691188
pushup,28,9,295.2458565695244,954.9626809796002
pushup,28,10,500.7911842747738,956.989831663301
pushup,28,11,356.98882521244514,936.764008270297
pushup,28,12,316.3578220835903,869.930821697657
pushup,28,13,250.93664336622805,837.1365754210021
pushup,28,14,354.20933405558264,903.1109184607749
pushup,28,15,260.62453955934757,918.2466103761637
pushup,28,16,461.58428526761236,942.779758950575
pushup,28,17,357.27650023343267,917.7097122509925
pushup,29,1,274.9856139065926,1103.2097883945228
pushup,29,2,269.0571165921395,1104.164861572533
pushup,29,3,246.12896434047764,1115.7949036914704
pushup,29,4,236.3954590914542,1096.9879270722806
pushup,29,5,220.83193929571854,1094.2745975022249
pushup,29,6,236.61749187268708,1016.3609195303943
pushup,29,7,195.8885567648369,997.3113819803361
pushup,29,8,333.12944914165297,957.8531375145468
pushup,29,9,276.7776047556024,954.2163995113979
pushup,29,10,483.3597792240611,957.6220295332608
pushup,29,11,358.7122778725206,932.3428769231756
pushup,29,12,266.85317725466007,870.4219300853983
pushup,29,13,237.10546928539608,840.5590699980319
pushup,29,14,272.22787823593404,946.1730863439553
pushup,29,15,230.54136978952508,911.6571452714265
pushup,29,16,361.70492590519416,924.1044638425863
pushup,29,17,345.9886878833436,897.7587542998699
pushup,30,1,276.0967375102796,1102.101323105811
pushup,30,2,269.6582713880037,1105.113799480593
pushup,30,3,247.60167707476697,1114.8733503795008
pushup,30,4,238.87155097827576,1096.8462720288112
pushup,30,5,221.74626199822674,1093.5446945808803
pushup,30,6,238.1764549121522,1014.3015158111137
pushup,30,7,196.09391864977383,996.612107610128
pushup,30,8,332.8769442909642,955.4176328895126
pushup,30,9,278.45989695766514,953.1981973971882
pushup,30,10,425.4967163320173,957.3427425522402
pushup,30,11,365.8831740262215,970.5370933307091
pushup,30,12,263.84185791015625,873.9231259198726
pushup,30,13,239.29504126833194,838.3726703689758
pushup,30,14,271.94061680843953,946.4459997304559
pushup,30,15,252.23855001884593,882.2075901261295
pushup,30,16,361.96819138108634,922.9010029820988
pushup,30,17,304.93224829958194,896.0188392062569
pushup,31,1,273.98877863298384,1101.45488392223
pushup,31,2,269.9232697068599,1106.4553990108159
pushup,31,3,245.1635139866879,1115.119674365074
pushup,31,4,238.5792327345463,1096.6271696895
pushup,31,5,215.20487065900835,1095.2265955244986
pushup,31,6,257.4946473774157,1019.2363592776646
pushup,31,7,195.14670054117838,995.6011982945988
pushup,31,8,366.99214466831137,963.0101063322003
pushup,31,9,272.8289202639931,955.468125609683
pushup,31,10,500.47935351990816,955.5697554957044
pushup,31,11,358.6236136001453,932.0018561907431
pushup,31,12,323.9358185885245,869.8539565087409
pushup,31,13,237.82923380533853,836.1302480875205
pushup,31,14,360.0947243707222,902.6540225176273
pushup,31,15,230.58455082408167,874.5062102101588
pushup,31,16,464.6346885279605,940.283564121543
pushup,31,17,290.68663864804984,919.841348704477
pushup,32,1,274.08790989925984,1098.337098588557
pushup,32,2,270.86542631450453,1104.3215601441632
pushup,32,3,246.62553352222108,1114.2602505636894
pushup,32,4,236.6767963610197,1094.2293275329657
pushup,32,5,218.4833954928214,1093.446085032602
pushup,32,6,236.28954034102588,1018.279318668495
pushup,32,7,195.55064351935135,989.6083261044889
pushup,32,8,332.2593166953639,955.7024177141806
pushup,32,9,274.1776854531807,953.7945937692531
pushup,32,10,424.2100583461293,959.1879282488619
pushup,32,11,359.43783263365424,933.9227909953022
pushup,32,12,265.50275300678453,874.1459102985763
pushup,32,13,237.09648533871297,840.9617161829135
pushup,32,14,271.79494222005206,945.8957019484186
pushup,32,15,264.67437877989653,789.9940382089437
pushup,32,16,366.0655165555184,918.2938434312534
pushup,32,17,332.88236183032654,593.5427505476451
pushup,33,1,279.8534333078485,1101.7283855993933
pushup,33,2,271.95853919313663,1105.5515265073077
pushup,33,3,247.05061260022615,1114.1975929285322
pushup,33,4,236.07580084549753,1096.5802685506765
pushup,33,5,219.35370863529673,1093.7741379669958
pushup,33,6,251.08861956680028,1018.696845264581
pushup,33,7,208.6505073413514,991.2110384453296
pushup,33,8,366.86159100448873,961.726733371697
pushup,33,9,296.97984360812,947.9045053170779
pushup,33,10,499.9003975851494,953.8713750598987
pushup,33,11,367.01243551153885,958.5756854655839
pushup,33,12,317.7515076754386,868.7486208595034
pushup,33,13,244.9625543962445,834.002788497741
pushup,33,14,361.4930623037773,901.3199424116922
pushup,33,15,257.7051249721594,764.2583646910083
pushup,33,16,467.98810456928453,938.1337842492128
